"orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc","sd.wt","sd.mut","sd.mut.vs.wt.ratio"
"orf19.7012","Chr7","LPA4","1",895.689950023301,3442.95168956875,1058.65754146393,2149.81666600180,2.03070075241611,0.185346046850393,0.0184242584908805,"Chr7",214767,214246,"C","7",214506.5,641.789361424017,1680.96774304924,1.02537738357154
"orf19.991","Chr1","DJP1","1",1924.60747483762,3704.39807534420,2351.03441164051,2466.54092440191,1.04913008171616,0.76374886860978,0.733580565665762,"Chr1",2319860,2321386,"W","1",2320623,657.453013379216,660.131804297352,0.310875046338218
"orf19.933","Chr5","UBC14","1",2027.66315711915,3797.14260410642,2671.91671415400,2801.56145427224,1.04852125046843,0.95314030839807,0.910845102999038,"Chr5",122294,122803,"W","5",122548.5,1302.83324113016,1620.78629115061,0.482437290108588
"orf19.1464","Chr2","IFQ4","1",1782.81515071942,2901.88748756285,2143.72819378688,1876.00131566804,0.875111556168931,0.298676151636174,0.308473515091865,"Chr2",280254,282092,"W","2",281173,419.480150663195,507.700478568271,0.311118672840569
"orf19.2658",NA,"TIM2","1",607.95481242895,1176.60604013349,751.517549253296,774.225454731081,1.03021606814152,0.676837814599050,0.576972690345238,"Chr2",NA,NA,NA,NA,NA,605.415000189478,414.439288116263,1.17602206951626
"orf19.1109","Chr5","","1",634.442528735632,948.742673992674,721.626153606525,623.085720820797,0.863446699799827,0.494502927415171,0.604583203766663,"Chr5",845554,845946,"W","5",845750,172.613893584665,87.2483011938301,0.351554156935877
"orf19.3215","Chr5","","1",380.697044334975,680.303571428571,386.825620773806,465.910435076136,1.20444564696653,0.521548650256564,0.596157954484229,"Chr5",872192,872581,"W","5",872386.5,222.643001020481,128.635464925191,0.911599367987666
"orf19.1958","Chr5","","1",190.022877984085,205.168859649123,149.756158810162,129.180113596867,0.76575114894695,0.585295005264744,0.607645209505322,"Chr5",254747,255256,"W","5",255001.5,106.758528469037,31.9777174963526,0.152921778831052
"orf19.686","Chr6","","1",402.871044903372,723.785031765976,411.230823024544,441.877534925534,1.07452435514339,0.612240152208014,0.611418546844069,"Chr1",400707,399112,"C","6",399909.5,171.362990921467,116.884681753704,1.18143047084641
"orf19.2101","Chr2","SWF3","1",697.13541230397,1434.1818160288,826.320924342835,895.87926645221,1.0841783622564,0.488643856444439,0.337118696404085,"Chr2",38528,39127,"W","2",38827.5,334.102295185909,166.019255651235,0.355768591817349
"orf19.3601","Chr2","","1",486.488778046874,797.516230895541,545.18821349325,527.79948555444,0.96810509195092,0.893382289311731,0.850826910453307,"Chr2",1777181,1778824,"W","2",1778002.5,321.864192992952,244.839234303839,0.754794337250284
"orf19.5880","Chr3","GEF1","1",382.958696475938,586.954710494184,387.960578020638,374.253248953685,0.96466824248771,0.861371101796173,0.856821073547276,"Chr3",905237,907544,"W","3",906390.5,177.059533552458,100.907409364326,0.706648313746842
"orf19.1531","Chr2","RNA14","1",430.608026000736,710.076020880778,444.354326441888,428.630136471225,0.964613397383631,0.858475179844007,0.858255722504487,"Chr2",422126,419751,"C","2",420938.5,155.339948406016,142.425255984503,0.591589247337112
"orf19.461",NA,"MHP1","1",339.44939852948,566.778124330692,359.433761900225,414.326503795842,1.15272004946173,0.488510662271572,0.463218266909364,"Chr1",NA,NA,NA,NA,NA,220.757179351921,218.410820691738,1.89178593576051
"orf19.149","Chr2","","1",267.151888341543,356.205254515599,254.080768294106,226.60280653051,0.891853437203915,0.707020025771775,0.753083820979655,"Chr2",979995,980432,"W","2",980213.5,208.284837653852,88.159974365007,8.41138275320235
"orf19.7056","Chr7","DIP53","1",234.924841150853,334.857143965129,209.763438592802,221.293596047794,1.04189339423373,0.330630066476998,0.361282891986683,"Chr7",105816,103977,"C","7",104896.5,145.647417183753,63.9362038072532,7.56927135530443
"orf19.7104","Chr7","","1",769.80608974359,2523.42285587975,940.624735532385,1686.55233048971,1.79301294850081,0.0279097210609297,0.0292031084137987,"Chr7",26062,27036,"W","7",26549,399.599798816634,371.968141964418,1.43700949756811
"orf19.7272","Chr1","","1",348.658045977012,522.859400656814,354.445528171499,334.589834514195,0.943980972874068,0.914473210125914,0.932724994454401,"Chr1",3183160,3182828,"C","1",3182994,181.197258372543,69.6550555107621,1.18740057542913
"orf19.406","Chr1","ERG1","1",906.042811355311,1738.69735235525,1077.90743011689,1153.53664476116,1.07016299594119,0.872839153496013,0.595164574875914,"Chr1",1882168,1880678,"C","1",1881423,646.61176892219,730.99463882301,0.279180718871169
"orf19.7225","Chr1","","1",353.441202475685,696.938495664449,375.753258003889,463.716108732287,1.23409737335528,0.406157173034043,0.412967505884314,"Chr1",3125504,3127075,"W","1",3126289.5,311.062651502985,273.049524153701,49.6363254160487
"orf19.1578","Chr2","RRP5","1",964.579038777315,1892.40992484527,1107.80318827852,1199.74707446517,1.08299658924933,0.863985204376829,0.643633513816304,"Chr2",509455,514623,"W","2",512039,916.383248990101,1047.56161307232,0.89079376372125
"orf19.6970","Chr3","","1",275.220269672856,434.644909688013,255.416384385084,275.724364276002,1.05649014841581,0.451907652873888,0.447835239734677,"Chr3",1182965,1181994,"C","3",1182479.5,139.651430603106,149.418581761389,1.08448161420197
"orf19.5085","Chr1","PSE1","1",893.912656309208,1915.32153815647,1004.39107259709,1166.13800574907,1.16103979571796,0.67358490640391,0.496787220672982,"Chr1",1769115,1772390,"W","1",1770752.5,419.494767802322,600.024161503478,0.504872275403551
"orf19.7331","ChrR","FCY24","1",274.014730958696,469.631738081942,269.589360759023,316.998776466580,1.17585788836057,0.315122616273635,0.331927591540441,"ChrR",1983279,1984865,"W","R",1984072,185.010605591779,62.5393011633314,18.0163966679311
"orf19.7069","Chr7","","1",529.582768814166,1769.16724462017,584.402517267934,1051.74575536991,1.79969408805217,0.108844694074220,0.0931126596249566,"Chr7",81905,81174,"C","7",81539.5,239.096987029898,527.330870533452,1.80545138499917
"orf19.6801","Chr3","RPD2","1",1483.10691505751,2268.76216984770,1746.16555484304,1464.53576156961,0.838715296787113,0.381728045020846,0.293858041125251,"Chr3",1600963,1602696,"W","3",1601829.5,616.900050845276,282.638748346615,0.262873373054381
"orf19.1515","Chr2","CHT4","1",251.024433043262,340.337743673951,240.043646504680,220.964231474886,0.901057925076037,0.417788344551089,0.435995818602185,"Chr2",389305,388139,"C","2",388722,187.825554425729,72.0462123543942,3.58125669299200
"orf19.5147","Chr7","","1",694.205365037262,1034.62814695891,756.791512149525,634.438322872186,0.83832642502845,0.370389774528105,0.219383914797291,"Chr7",669609,671528,"W","7",670568.5,245.799579835796,165.700878749976,0.228473065884118
"orf19.4334","Chr5","PGA58","1",717.634744085688,1138.34523089333,863.747653907354,748.933707503274,0.867074664822887,0.821041800819022,0.727874344210645,"Chr5",677238,676516,"C","5",676877,446.7694182422,302.785290557903,0.624984897442177
"orf19.4193","Chr6","RPS13","1",14878.3149288511,34902.9949916236,18256.1484284168,21511.8317741308,1.17833352738557,0.660196796229462,0.238225701607632,"Chr6",116482,115878,"C","6",116180,7202.56478469501,11080.4828749751,0.267513961375104
"orf19.1296","Chr2","PRP31","1",290.409790640394,482.358130904184,275.12846180164,303.729856026588,1.09554636613244,0.442214555963321,0.422972509079006,"Chr?",1356368,1354660,"C","2",1355514,157.341567088775,171.343262554092,1.14341946384102
"orf19.4970","Chr1","","1",191.994005377059,282.490688649313,155.249613685603,180.21723086545,1.04346697872157,0.263936237859119,0.297604650081586,"Chr1",2933952,2932225,"C","1",2933088.5,52.3089888311821,47.3178539613246,0.159270601755634
"orf19.3764","Chr1","GSG1","1",386.599396180758,626.201007326007,387.020888774845,379.700318672581,0.981084819154238,0.952108517321493,0.956318579357573,"Chr1",2734306,2736585,"W","1",2735445.5,140.116872677085,102.623773147092,0.904779421436411
"orf19.7051","Chr7","","1",331.658305245873,763.244542750555,329.02282648134,470.228843833555,1.42916784486447,0.133764650572128,0.221080313859735,"Chr7",126561,127202,"W","7",126881.5,156.618160566125,130.495773704387,1.72188485131542
"orf19.964","Chr5","SMC4","1",997.83877562496,1182.89395607003,1115.99650310421,728.091478321481,0.65241376321185,0.258195146478045,0.0141482368009647,"Chr5",53010,48904,"C","5",50957,654.230174239414,426.628037617145,0.169975349594243
"orf19.7389","Chr3","REV4/REV3.5F","1",698.26277342339,1187.72808513326,811.019343925822,758.511026008553,0.935256392698234,0.712730019322694,0.74782942475569,"Chr3",1380663,1385556,"W","3",1383109.5,239.021604230557,206.725600455548,0.444301662991975
"orf19.3070.1",NA,"FOX3","1",1178.50112889984,1526.93519483390,1460.42271167634,985.825300064497,0.675027368571201,0.782261737022978,0.642290658291839,"Chr3",NA,NA,NA,NA,NA,1125.56136891956,563.348262654896,1.28969760241760
"orf19.3818","Chr4","","1",600.203504017222,1482.30357142857,644.391592124173,914.393499147338,1.41900283976880,0.118698049857945,0.098604125651166,"Chr4",1000116,999280,"C","4",999698,283.645781261293,276.907169967243,1.00534610316236
"orf19.5491.1","Chr2","","1",240.769279243644,350.588669950739,221.359188451221,227.264729604805,0.961466521501177,0.489657923115766,0.480364685448662,"Chr2",1279441,1278740,"C","2",1279090.5,151.395197531656,132.231598226697,1.98611077321722
"orf19.5995","Chr3","MCA1","1",1917.40122715055,4558.18444278800,2276.34164364528,2788.81810749692,1.22513161206811,0.221627022734433,0.115840598406704,"Chr3",1128931,1127585,"C","3",1128258,538.081500135955,772.256127785282,0.318436536197293
"orf19.4532","Chr1","","1",1318.76479632991,3858.95989171647,1595.93570569824,2407.49269257999,1.50851483802519,0.183571980938065,0.0363737846860849,"Chr1",393311,394375,"W","1",393843,658.105189893664,1309.13622530855,0.545722886742542
"orf19.2107.1","Chr2","MUQ1/STF2","1",1085.98043766578,2780.07243548037,1317.69216097278,1743.20197439835,1.32292050148605,0.0828714799699678,0.0897315402817169,"Chr2",33351,33620,"W","2",33485.5,309.299599043742,434.77397943313,0.487703452818802
"orf19.1451","Chr2","SRB9(SSN2)","1",519.68336250108,830.379398845256,572.990637051932,523.879557849916,0.914289909771135,0.701970027664604,0.766580512570035,"Chr2",260787,265784,"W","2",263285.5,173.295545009942,97.7309163242138,0.531679726013954
"orf19.1465","Chr2","","1",365.335057221967,801.569676013642,378.22641804005,515.298040480642,1.36240626223544,0.425609801809097,0.305714289189147,"Chr2",282317,282862,"W","2",282589.5,234.343322553126,324.793765789695,2.66069352211745
"orf19.7611","ChrR","TRX1","1",26028.6548366939,46745.5588291019,34491.0815111077,32441.2736823070,0.940569917236704,0.95580268725947,0.930061837666956,"ChrR",2210674,2210363,"C","R",2210518.5,16466.1563227018,12058.6557346914,0.447378592070015
"orf19.4882","Chr1","TFA2","1",789.716419280961,1701.52205031810,965.308279625714,1132.62136788483,1.17332606773453,0.532815467032277,0.248440947361600,"Chr1",2217373,2216519,"C","1",2216946,705.132751151083,643.966026785219,1.00814798212162
"orf19.671","Chr1","","1",632.339830428192,1123.82056808134,756.610551036443,791.829482553979,1.04654829551252,0.797852956423618,0.60013796466804,"Chr1",2483543,2481534,"C","1",2482538.5,366.66900114181,356.768371935735,0.437617051602242
"orf19.4432","Chr1","KSP1","1",1437.91365889857,2845.99563550233,1874.54308221725,2007.16715571849,1.07075008025122,0.86472838398944,0.625923968658724,"Chr1",1598145,1595293,"C","1",1596719,1997.88954945611,2067.94498084751,1.31390201438310
"orf19.513","ChrR","NDT802","1",334.887396292455,533.916754197607,347.637672526972,372.2364062803,1.07075968946208,0.468143719612011,0.448028371568983,"ChrR",952050,953522,"W","R",952786,240.204828184800,222.900453840479,94.0406908054432
"orf19.3197","Chr5","PAPa(PAP1)/PAP1","1",1039.56976319533,659.325465243569,1190.08754822736,438.512544740693,0.368470828380535,0.000330127743870446,0.00219118625165195,"Chr5",400512,402179,"W","5",401345.5,307.265791660919,159.966223142490,0.153144815405604
"orf19.7156","Chr7","FAA23","1",3245.24392518653,5346.74938671313,3968.96025499521,3300.00772357578,0.831453960624195,0.218609889803229,0.155719494918143,"Chr7",900118,902358,"W","7",901238,449.811281013588,1501.16415610615,0.322580044488516
"orf19.5213.2","Chr2","PCF11/COX9","1",386.952546734874,493.209337861675,389.990603545225,314.451941496635,0.806306456202014,0.78910181773819,0.793144460610816,"Chr2",1211881,1212066,"W","2",1211973.5,230.860647486397,66.6215928972335,0.91488470209099
"orf19.5970","Chr3","HPR5","1",767.937959537438,1329.69509290564,894.976878603098,822.893535089103,0.919457870658620,0.527923692038935,0.601875147400962,"Chr3",1078765,1076177,"C","3",1077471,197.791019838041,291.998664677774,0.557120752866613
"orf19.2457","Chr1","","1",219.970883720228,262.515405168536,197.325960825484,169.290736098226,0.80302074096374,0.334624919804028,0.356381173245859,"Chr1",1236376,1238451,"W","1",1237413.5,88.1307628778424,39.6412587625358,0.0875443178454297
"orf19.2334","Chr1","BIG1","1",1613.86951491239,3276.05507925982,2142.44732774399,2345.01128363831,1.09454792809661,0.835818072472473,0.412990760441309,"Chr1",2398635,2399603,"W","1",2399119,2452.1470375588,2454.54785635987,0.637879287553101
"orf19.395","Chr1","ENO1","1",50543.5170699184,59984.6560795256,64963.0136738669,41894.7358009086,0.644901358967617,0.0133265939009259,0.0272965595078799,"Chr1",1865580,1864258,"C","1",1864919,8483.85313658855,13418.0612234766,0.231110202289336
"orf19.5976","Chr3","","1",816.928651757599,1389.99378633895,939.86338224895,882.651514664797,0.939127463986039,0.990976554014893,0.981415641106054,"Chr3",1090017,1091357,"W","3",1090687,660.027686486945,578.133276978932,0.938971890208096
"orf19.2694","Chr4","TYS1","1",3051.93433185085,7426.74827431089,3722.3062193789,4306.00740321463,1.15681170474285,0.614612093705867,0.551923312347214,"Chr4",621565,622794,"W","4",622179.5,714.05081009254,1615.64444644276,0.420769782315382
"orf19.1260","Chr4","LEA1","1",634.759190568105,1625.52807250221,720.690085518066,978.686917548994,1.35798582111126,0.275082664710050,0.162438868037217,"Chr4",1270558,1269857,"C","4",1270207.5,316.017852773299,395.210723894526,0.724317696259338
"orf19.3486",NA,"","1",357.366877627313,572.008399646331,375.400356468919,387.600658316143,1.03249944129511,0.632322683277258,0.659779349953284,"ChrR",NA,NA,NA,NA,NA,204.442728310390,141.319747448334,1.934375702132
"orf19.490","ChrR","NAT5","1",1756.19140800720,4862.62547394126,2339.59750909024,3315.85017757216,1.41727376811131,0.368020857468291,0.0607299111529441,"ChrR",914699,915226,"W","R",914962.5,1960.16832467729,2262.49082381373,0.743736249029109
"orf19.6418","ChrR","","1",1966.86242683314,3776.40702034273,2396.2471851074,2272.23629904381,0.948247874078135,0.559190048115556,0.614363821145825,"ChrR",1835254,1836516,"W","R",1835885,339.915551504843,735.990661257602,0.437395029090102
"orf19.2623","ChrR","","1",358.022820922776,621.660000465354,371.663198320433,411.656135629734,1.10760531978962,0.516739995020138,0.493849221615344,"ChrR",1632025,1629443,"C","R",1630734,201.302070951566,166.841442499859,1.66451411903227
"orf19.5843","ChrR","","1",418.583063954094,674.497172972218,432.278724505992,415.931542085822,0.962183698865005,0.965139662830836,0.957811486631881,"ChrR",1194914,1194066,"C","R",1194490,213.789680791043,150.377203844102,0.564341566146485
"orf19.3897","Chr5","","1",268.082409688013,415.460455404648,251.642442254545,270.194423233437,1.07372357704320,0.465087173088135,0.502079571586277,"Chr5",924696,925958,"W","5",925327,181.409085681265,119.178139123277,4.38771296880201
"orf19.606","ChrR","","1",509.379784424589,919.742828014853,599.492400287833,645.134901780496,1.07613524620287,0.604905372222437,0.560220160797786,"Chr5",1731333,1733249,"W","R",1732291,314.374764823201,251.023472596322,0.892205316170568
"orf19.2362","ChrR","","1",416.317852544713,806.28082280192,446.652724731284,538.371878897916,1.18989188910271,0.489194724625466,0.402445963614456,"Chr6",1512329,1511484,"C","R",1511906.5,295.381910498677,451.557804486877,0.361141808997655
"orf19.3811","Chr4","GYP1","1",379.144034517106,938.210423550033,387.772378023624,634.415873829092,1.63605225586863,0.242895981388332,0.139824410551309,"Chr4",1009650,1011344,"W","4",1010497,226.826228431088,407.048373559177,1.72166659156742
"orf19.1620","Chr3","","1",184.879506458454,241.123342175066,145.672565623351,149.222351939273,0.908215734238317,0.545622041268752,0.566356539898382,"Chr3",489008,488520,"C","3",488764,51.4715551543547,35.0902527626405,0.00626348776438877
"orf19.3733","ChrR","IDP2","1",3326.63927931566,8725.01371659697,4283.21045323308,5598.26689930807,1.30702587706900,0.42580743682241,0.260801062474209,"ChrR",525554,526792,"W","R",526173,1570.27219598328,2594.43389911287,0.506878146503412
