orf,chr,gene,geneflag,WtMean,MutMean,WtMean2,MutMean2,fold.mut.by.wt,p,p.paired,sd.ratio
orf19.2049,Chr2,,1,577.61,985.38,616.37,586.26,0.95,0.88,0.81,0.5
orf19.3202,Chr5,,1,439.1,598.63,509.9,431.21,0.85,0.99,0.99,1.68
orf19.1720,Chr3,,1,595.67,953.1,636.64,562.37,0.88,0.77,0.5,0.44
orf19.2311,Chr1,RPL8A/RPL82,1,8754.47,16976.48,11201.78,11172.11,1,0.89,0.66,0.37
orf19.1285,Chr5,,1,871.74,1165.95,1017,781.55,0.77,0.72,0.4,0.66
orf19.4682,Chr4,QUP3/HGT17,1,7184.58,15599.65,8664.55,9101.63,1.05,0.92,0.83,0.41
orf19.2612,ChrR,SWI5,1,492.91,815.32,585.15,554.68,0.95,0.56,0.48,4.34
orf19.4292,Chr5,PEP12,1,526.47,943.1,614.23,698.48,1.14,0.68,0.5,0.91
orf19.5296,Chr4,,1,500.87,1432.11,540.36,908.14,1.68,0.08,0.22,1.05
orf19.6925,Chr3,HTB1,1,16441.3,24367.5,22699.41,17786.29,0.78,0.7,0.02,0.17
orf19.6075,Chr1,CDC36,1,2030.99,3345.23,2491.97,2164.81,0.87,0.97,0.92,0.76
orf19.688,Chr1,MRPS18,1,1035.92,2370.38,1179.1,1400.8,1.19,0.69,0.43,0.41
orf19.4726,Chr1,FRQ1,1,1440.09,2817.7,1804.43,1867.75,1.04,0.9,0.81,0.24
orf19.3331,Chr1,ABC1 ,1,1826.41,2543.63,2170.2,1649.88,0.76,0.21,0.04,0.22
orf19.5334,Chr4,TIS11,1,2381.19,7027,3047.07,4963.06,1.63,0.03,0,0.34
orf19.366,Chr4,RAD17,1,575.61,1307.15,647.2,833.74,1.29,0.14,0.2,0.63
orf19.1150,Chr1,,1,703.25,1089.54,787.68,725.05,0.92,0.49,0.61,0.22
orf19.2397.3,ChrR,TNA1,1,9950.77,5459.05,11865.81,3346.97,0.28,0.01,0,0.13
orf19.5070,Chr1,YOR009,1,738.71,992.6,938.61,738,0.79,0.58,0.35,0.43
orf19.2643,Chr5,RPO26,1,2663.01,4497.93,3483.04,3147.08,0.9,0.6,0.34,0.22
orf19.2282,Chr2,HQD1,1,210.41,272.9,175.37,174.23,0.95,0.38,0.4,5.49
orf19.338,Chr3,,1,3757.37,8873.09,4556.51,5494.72,1.21,0.42,0.17,0.31
orf19.849,Chr2,MNN4,1,383.27,648.81,380.86,391.27,1.03,0.98,0.98,0.64
orf19.2731,Chr4,,1,465.21,847.77,549.91,575.87,1.05,0.69,0.71,1.52
orf19.6804,Chr3,SRP68,1,379.31,602.05,378.88,363.71,0.96,0.93,0.92,0.67
orf19.6416,ChrR,,1,490.74,978.37,554.41,692.88,1.25,0.55,0.4,0.93
orf19.6213,Chr1,SUI2,1,2557.59,6770.98,3158.77,4155.2,1.32,0.06,0.03,0.27
orf19.7504,ChrR,,1,1503.33,5804.74,1848.02,3479.46,1.88,0.4,0.11,1.47
orf19.3086,Chr4,SEC10,1,2202.72,4606.79,2717.76,3045.76,1.12,0.29,0.18,0.19
orf19.5315,Chr4,FGR6,1,250.67,400.99,221.86,251.06,1.13,0.46,0.5,6.21
orf19.2935,Chr1,RPL10,1,20376.75,32107.82,25580.88,21163.78,0.83,0.85,0.47,0.44
orf19.3415,Chr6,RPL32/PTK2,1,14260.57,33966.85,18135.88,20733.59,1.14,0.57,0.46,0.47
orf19.2786,Chr1,APL3,1,711.78,1181.5,789.42,750.31,0.95,0.85,0.59,0.23
orf19.4095,Chr2,,1,185.72,249.93,145.52,161.82,1,0.53,0.57,3.11
orf19.4571,Chr4,,1,255.76,430.13,235.32,269.57,1.15,0.34,0.4,6.04
orf19.2969,Chr1,RAD16,1,1553.04,2611.45,1896.62,1550.9,0.82,0.73,0.38,0.53
orf19.4205.1,Chr6,SME1,1,600.5,1386.13,731.77,958.37,1.31,0.27,0.14,1.28
orf19.3631,Chr2,,1,219.16,370.34,183.01,226.02,1.19,0.39,0.41,3.84
orf19.1089,Chr6,PEX11,1,2128.66,3981.95,2670.56,2713.73,1.02,0.99,0.9,0.23
orf19.4475,Chr1,MNT4/KTR4,1,789.75,1812.61,875.73,1056.03,1.21,0.69,0.25,0.67
orf19.1986,ChrR,ARO2,1,2115.45,4565.27,2535,2674.93,1.06,0.89,0.72,0.3
orf19.4477,Chr1,CSH1/IFD4,1,4536.59,16105.6,5671.33,10060.92,1.77,0.38,0.02,0.55
orf19.2231,Chr2,,1,331.77,579.91,333.47,383.38,1.15,0.44,0.42,5.28
orf19.6685,Chr7,ISY1,1,536.76,1008.81,608.07,654.97,1.08,0.63,0.43,1.76
orf19.6898,Chr7,,1,1010.21,3199.19,1281.14,2080.38,1.62,0.51,0.15,1.75
orf19.4705,Chr4,CCA1,1,799.53,1392.93,914.87,818.13,0.89,0.7,0.54,0.39
orf19.6030,Chr1,,1,527.15,1103.04,590.02,761.75,1.29,0.41,0.44,0.61
orf19.2534,ChrR,PIN4,1,414.71,552.4,434.42,361.54,0.83,0.91,0.9,1.36
orf19.7388,Chr3,PBS2,1,378.91,712.22,392.37,441.77,1.13,0.48,0.57,1.52
orf19.2439.1,Chr1,ACP2,1,678.65,2086.74,814.87,1423.9,1.74,0.31,0.22,14.19
orf19.7644,ChrR,APC11,1,306.94,480.96,301.55,304.38,1.01,0.68,0.72,1.53
orf19.563,Chr?,,1,652.47,1393.01,764.73,920.59,1.2,0.37,0.15,0.48
orf19.3955,Chr5,MES1,1,1188.57,1709.78,1380.42,1051.14,0.76,0.44,0.09,0.24
orf19.2830,ChrR,RRP9,1,1532.65,2967.12,1797.04,1748.57,0.97,0.71,0.52,0.39
orf19.937,Chr5,,1,298.1,438.26,289.58,292.15,1.01,0.85,0.89,1.83
orf19.4030,Chr5,PRI1,1,1281.12,1708.78,1494.34,1031.3,0.69,0.12,0.13,0.44
orf19.242,Chr3,YSY6/SAP8,1,575.98,1290.27,678.78,799.61,1.18,0.53,0.6,1.27
orf19.5619,Chr6,,1,551.79,1029.92,604.25,662.3,1.1,0.7,0.73,0.57
orf19.3643,Chr6,,1,409.8,682.48,472.48,505.31,1.07,0.63,0.59,1.77
orf19.4795,Chr1,,1,355.12,689.8,351.58,410.7,1.17,0.46,0.44,7.17
orf19.7084,Chr7,,1,1651.82,5499.77,2121.39,3446.94,1.62,0.01,0.07,1.02
orf19.113,Chr6,CIP1,1,2044.26,5392.47,2664.45,3511.4,1.32,0.15,0.06,0.4
orf19.7665,ChrR,,1,527.84,1363.29,614.56,874.68,1.42,0.32,0.39,1.46
orf19.3754,ChrR,PHO5,1,812.9,1488.88,945.26,984.03,1.04,0.81,0.77,0.38
orf19.5768,Chr6,SNF4,1,901.46,1973.21,1077.2,1302.46,1.21,0.53,0.25,0.62
orf19.6266,Chr1,,1,432.34,618.38,443.99,373.68,0.84,0.99,0.98,2.03
orf19.1867,Chr2,MAE1,1,388.8,577.87,405.61,383.09,0.94,0.93,0.93,0.74
orf19.4822,Chr1,LIP10,1,440.55,660.07,480.17,439.94,0.92,0.95,0.93,1.55
orf19.1061,Chr1,HHT1/HHT21,1,56595.98,61698.77,75560.27,43513.52,0.58,0.01,0.01,0.17
orf19.3829,Chr4,PHR1,1,443.03,917.17,472.65,628.36,1.33,0.17,0.21,0.79
orf19.1796,Chr4,,1,827.56,1805.81,974.07,1244.35,1.28,0.4,0.18,0.48
orf19.7451,Chr3,PSK1/FUN31,1,784.81,1283.46,891.16,803.36,0.9,0.37,0.43,0.32
orf19.7374,Chr3,CTA4(YAF1)/CTA4,1,2449.54,3439.37,3197.37,2224.32,0.7,0.3,0.07,0.29
orf19.736,Chr4,SRB8,1,235.34,349.87,216.9,242.6,1.11,0.25,0.26,43.06
orf19.2092,Chr2,STR3,1,898.21,2552.97,1073.17,1560.45,1.45,0.51,0.17,1.22
orf19.4288,Chr5,STB4,1,726.1,960.99,830.79,670.53,0.81,0.48,0.16,0.27
orf19.3489,ChrR,ARO22,1,1730.28,3257.22,1995.18,1954.81,0.98,0.77,0.49,0.27
orf19.1600,Chr3,,1,710.84,1459.73,855.41,1036.31,1.21,0.82,0.61,1.42
orf19.5559,Chr6,STE23,1,247.71,362.27,220.83,231.37,1.04,0.4,0.41,7.37
orf19.3724,ChrR,,1,595.29,1235.74,665.29,752.39,1.13,0.48,0.38,0.44
orf19.7092,Chr7,,1,954.98,3556.85,1151.89,2287.55,1.99,0,0.01,1.01
orf19.680,Chr1,TIM50,1,827.3,1778.57,974.37,1066.09,1.09,0.77,0.77,0.7
orf19.6260,Chr1,UBP12,1,923.26,1552.88,1053.17,947.38,0.9,0.45,0.3,0.23
orf19.6689,Chr7,ARG4/ARG57,1,1324.33,4035.61,1587.47,2408.18,1.52,0.72,0.47,0.96
orf19.2753,Chr4,,1,535.01,791.86,567.31,483.23,0.85,0.55,0.43,0.49
orf19.4305,Chr5,,1,259.85,333.97,241.82,224.61,0.93,0.66,0.68,3.47
orf19.2842,ChrR,GZF3,1,702.3,1104.95,767.15,655.2,0.85,0.58,0.28,0.35
orf19.4679,Chr4,AGP2,1,759.5,1838.47,1003.2,1395.55,1.39,0.3,0.1,1.38
orf19.2892,Chr4,SBE22,1,339.38,637.27,330.03,381.07,1.15,0.5,0.54,1.23
orf19.4597,Chr4,CAP2,1,1757.56,3769.31,2135.91,2495.69,1.17,0.53,0.42,0.36
orf19.3040,Chr1,EHT1,1,1181.81,4243.75,1466.63,2524.68,1.72,0.02,0.05,0.95
orf19.2713,Chr4,MSH5,1,187.18,245.73,148.37,156.51,0.95,0.3,0.33,2.55
orf19.6595,Chr2,RTA4/YOR049C,1,308.78,537.63,308.06,348.54,1.12,0.41,0.41,11.28
orf19.1576,Chr2,,1,421.69,777.9,459.05,527.48,1.15,0.53,0.4,0.79
orf19.213,Chr2,RPN12,1,2110.02,5104.94,2623.59,3238.86,1.23,0.2,0.1,0.3
orf19.6889,Chr2,MKK2,1,240.56,366.17,224.16,249.16,1.09,0.29,0.3,10.74
orf19.5068,Chr1,IRE1,1,608.65,1236.04,656.88,735.83,1.12,0.54,0.39,0.4
orf19.4261,Chr5,TIF5,1,1801.59,2827.76,2181.95,1859.49,0.85,0.25,0.15,0.26
orf19.7661,ChrR,HMI1,1,477.46,874.75,514.92,578.56,1.12,0.64,0.51,1.13
orf19.3055,Chr1,SRB4,1,555.07,995.22,602.93,616.72,1.02,0.86,0.85,0.45
orf19.3023,Chr1,NGG1,1,904.32,1446.31,1042.01,936.24,0.9,0.53,0.38,0.24
orf19.5213,Chr2,COX8,1,3024.12,8704.72,4095.84,6070.14,1.48,0.71,0.33,0.64
orf19.1087,Chr6,,1,336.95,533.72,324.54,327.45,1,0.5,0.48,4.33
orf19.2772,Chr4,HOS3,1,1446.98,2638.7,1773.43,1763.84,0.99,0.91,0.85,0.25
orf19.6951,Chr3,DPL1,1,2049.97,3652.25,2547.7,2346.59,0.92,0.88,0.57,0.29
orf19.6423,ChrR,FBP26,1,2449.66,5202.32,3333.49,3666.38,1.1,0.61,0.11,0.24
orf19.1927,Chr5,,1,418.18,910.9,438.11,617.39,1.41,0.24,0.37,0.8
orf19.895,Chr2,HOG1,1,2455.22,4730.47,3056.89,3135.84,1.03,0.95,0.92,0.16
orf19.7364,Chr3,FMO6,1,1043.13,3847.69,1197.38,2088.6,1.74,0.33,0.2,1.1
orf19.4894,Chr1,,1,623.13,1174.27,700.8,702.15,1,0.87,0.86,0.48
orf19.5780,Chr2,,1,418.64,815.63,436.29,507.02,1.16,0.59,0.65,1.24
orf19.2914,Chr4,,1,384.91,952.27,403.42,610.5,1.5,0.35,0.29,7.16
orf19.900,Chr2,NSP1,1,748.03,1531.43,836.62,940.16,1.12,0.62,0.29,0.22
orf19.6420,ChrR,PGA13,1,535.52,1185.46,638.33,763.99,1.19,0.43,0.38,4.87
orf19.4234,Chr5,,1,2320.07,3768.99,2915.05,2555.46,0.88,0.89,0.58,0.27
orf19.916,Chr?,,1,1584.55,3883.77,1941.33,2550.88,1.31,0.3,0,0.21
orf19.6967,Chr3,USO6,1,808.39,1855.64,972.35,1151.06,1.18,0.87,0.71,0.65
orf19.6869,Chr2,AST2,1,718.09,1445.52,833.91,917.69,1.1,0.61,0.38,0.62
orf19.7030,Chr7,CCW14(CCW14)/SSR1,1,4624.33,12788.34,5761.4,8327.82,1.45,0.83,0.14,0.3
orf19.2025,Chr2,,1,287.93,345.1,259.66,216.81,0.83,0.71,0.78,0.99
orf19.1045,Chr1,,1,762.71,1461.22,926.65,975.69,1.05,0.98,0.95,0.53
orf19.5267,Chr1,,1,906.25,1935.62,1096.55,1322.66,1.21,0.45,0.45,0.44
orf19.6181,Chr3,,1,191.48,239.11,151.93,153.69,0.94,0.54,0.56,3.84
orf19.2436,Chr1,SKY1,1,464.4,761.02,501.25,485.41,0.97,0.84,0.8,0.88
orf19.7025,Chr7,MCM1,1,1154.93,2311.79,1370.92,1496.26,1.09,0.17,0.17,0.28
orf19.331,Chr3,,1,513.08,966.58,552.91,611.2,1.11,0.65,0.5,0.6
orf19.5136,Chr7,,1,872.28,2472.85,1074.72,1804.52,1.68,0.26,0.14,0.53
orf19.5902,Chr3,RLP1/RAS2,1,228.12,346.38,198.76,222.54,1.12,0.3,0.32,274.89
orf19.1682,Chr3,,1,3968.48,9165.92,4956.85,5522.55,1.11,0.99,0.98,0.49
orf19.6811,Chr3,ISA2,1,648.04,1614.83,824.61,1174.21,1.42,0.21,0.08,1.02
orf19.1841,Chr1,,1,491.6,759.69,548.78,463.8,0.85,0.85,0.84,1.12
orf19.550,ChrR,PDX3,1,1672.15,2785.03,2142.39,1847.42,0.86,0.73,0.29,0.2
orf19.493,ChrR,RPL15A,1,32036.75,46752.02,41649.87,31353.47,0.75,0.15,0.07,0.2
orf19.2675,Chr4,HSH155,1,1005.43,1651.75,1218.19,1031.06,0.85,0.85,0.65,0.58
orf19.7314,ChrR,CDG1,1,912.15,1841.75,1183.45,1331.6,1.13,0.59,0.21,0.45
orf19.682,Chr1,,1,2885.12,7624.58,3573.48,4670.32,1.31,0.62,0.1,0.41
orf19.6035,Chr1,,1,1622.72,4777.67,2151.72,3308.2,1.54,0.08,0.01,0.46
orf19.4070,Chr2,,1,522.34,1008.22,617.26,727.28,1.18,0.53,0.49,1.06
orf19.3417,Chr6,ACF2,1,449.97,938.97,467.17,530.99,1.14,0.74,0.65,1.36
orf19.3623,Chr2,SMC2,1,614.51,804.78,664.58,480.64,0.72,0.11,0.02,0.18
orf19.4239,Chr5,,1,203.16,281.75,164.3,178.15,1.03,0.4,0.44,4.56
orf19.3609,Chr2,UTP15,1,849.38,1797.67,978.01,1131.38,1.16,0.74,0.52,0.41
orf19.7621,ChrR,ELG1,1,577.74,955.09,639.15,567.02,0.89,0.46,0.5,0.64
orf19.4758,Chr1,NUO1,1,2541.5,6158.84,3113.95,3882.14,1.25,0.33,0.08,0.27
orf19.2064,Chr2,,1,1813.24,3901.2,2411.8,2677.75,1.11,0.63,0.28,0.52
orf19.5057,Chr1,,1,286.2,440.85,266.19,268.46,0.99,0.51,0.49,3.7
orf19.2996,Chr1,,1,1058.4,1622.56,1187.59,964.23,0.81,0.38,0.22,0.35
orf19.767,Chr1,ERG3,1,1844.25,3163.23,2227.44,2074.05,0.93,0.86,0.68,0.51
orf19.6438,ChrR,LCB3,1,1485.16,3133.24,1797.02,1933.98,1.08,0.91,0.87,0.47
orf19.2877,Chr4,PDC11,1,5064.72,16966.48,6442.21,11382.3,1.77,0.03,0.01,0.73
orf19.679,Chr1,FGR39,1,407.64,700.94,427.6,452.84,1.06,0.58,0.61,0.83
orf19.2319,Chr1,,1,574.55,832.94,616.44,493.86,0.8,0.45,0.1,0.25
orf19.1760,Chr2,RAS1,1,1466.34,2967.11,1901.05,2028.08,1.07,0.56,0.17,3.46
orf19.6434,ChrR,PEX19,1,816.49,1739.17,957.41,1058.93,1.11,0.99,0.96,0.48
orf19.5996.1,Chr3,RPS19A,1,16358.48,26550.89,20161.19,15883.44,0.79,0.24,0.02,0.14
orf19.2769,Chr4,,1,9243.09,33618.19,12680.57,22516.8,1.78,0.12,0.08,0.61
orf19.102,Chr6,,1,401.25,788.74,413.1,471.36,1.14,0.67,0.61,1.27
orf19.3746,ChrR,OPT2,1,275.19,409.41,256.61,265.82,1.04,0.5,0.55,5.36
orf19.4401,ChrR,YVH1,1,754.53,1673.09,930.56,1092.76,1.17,0.68,0.46,1.19
orf19.2852,ChrR,MRP21,1,1265.93,2577.13,1577.53,1675.35,1.06,0.99,0.98,0.46
orf19.6247,Chr1,CTF4,1,676.82,1183.2,789.11,793.54,1.01,1,0.99,0.8
orf19.3156,Chr3,MEDA,1,366.66,611.78,400.94,421.91,1.05,0.56,0.53,2.65
orf19.5439,Chr3,,1,669.03,1223.24,775.67,782.55,1.01,0.81,0.77,0.36
orf19.6547,Chr7,,1,268.77,378.67,260.6,256.66,0.98,0.67,0.7,4.63
orf19.1718,Chr3,,1,657.37,902.97,706.24,541.71,0.77,0.81,0.69,1.05
orf19.3080,Chr4,SCC2,1,431.13,993.62,446.89,586.65,1.31,0.23,0.23,0.8
orf19.3212,Chr5,MID1,1,788.17,1325.85,919.22,938.28,1.02,0.99,0.99,0.42
orf19.6230,Chr1,RAI1,1,938.32,1707.94,1107.27,1045.55,0.94,0.97,0.89,0.21
orf19.3644,Chr6,,1,861.44,1257.8,950.35,769.22,0.81,0.54,0.15,0.24
orf19.7527,ChrR,,1,330.49,529.73,324.33,331.28,1.02,0.59,0.56,6.85
orf19.7655,ChrR,RPO21,1,6479.16,10044.81,8290.51,6532.23,0.79,0.78,0.13,0.19
orf19.238,Chr3,CCP1,1,15136.75,36260.77,19602.48,22605.01,1.15,0.76,0.4,0.35
orf19.4874,Chr1,MNN3,1,379.83,607.93,387.43,376.31,0.97,0.94,0.94,0.72
orf19.5935,Chr3,,1,517.13,798.67,548.34,498.03,0.91,0.96,0.94,1.77
orf19.5724,Chr6,,1,219.89,322.88,186.96,204.02,1.04,0.46,0.47,2.54
orf19.3356,Chr1,ESP1,1,576.93,929.8,643.58,599.65,0.93,0.8,0.81,0.54
orf19.6449,ChrR,,1,378.77,651.28,405.96,453.9,1.12,0.58,0.51,2.99
orf19.3507,Chr6,MCR1,1,7822.56,19896.56,9932.88,12343.79,1.24,0.91,0.43,0.35
orf19.2549,ChrR,SHP1,1,1899.22,5303.42,2375.94,3470.08,1.46,0.4,0,0.16
orf19.3310,Chr1,,1,1194.6,2376.13,1601.87,1736.99,1.08,0.62,0.26,0.46
orf19.612,Chr5,,1,787.31,1767.53,928.06,1260.71,1.35,0.51,0.37,6.94
orf19.5664,Chr4,HOF1,1,729.68,921.04,813.75,570.81,0.7,0.56,0.18,0.39
orf19.1621,Chr3,GPA2,1,595.61,1037.28,654.35,659.79,1.01,0.84,0.81,0.25
orf19.5007,Chr1,ACT1/ACT,1,15766.74,34307.51,19587.67,21446.82,1.09,0.77,0.41,0.29
orf19.4294,Chr5,CYC2,1,525.47,611,561.4,397.34,0.71,0.51,0.42,0.94
orf19.138,Chr6,FIG1,1,351.55,610.12,351.21,387.99,1.08,0.5,0.49,2.77
orf19.1345,Chr7,LIP8,1,290.55,447.6,281.04,279.22,0.99,0.58,0.64,6.71
orf19.7105,Chr7,FAR1,1,218.92,596.82,194.27,410.43,2.03,0.14,0.15,336.88
orf19.3527,Chr2,CYT1,1,4193.6,8132.95,5063.16,5072.34,1,0.99,0.99,0.43
orf19.3959,Chr5,SSD1,1,1146.79,1555.83,1340.65,1021.94,0.76,0.23,0.12,0.3
orf19.6135,ChrR,SMX4,1,641.97,1424.28,770.98,952.41,1.24,0.37,0.25,1.01
orf19.6318,ChrR,,1,3995.43,8874.91,5107.01,5299.13,1.04,0.93,0.95,0.55
orf19.3264,Chr2,CCE1,1,242.41,378.26,215.89,236.89,1.1,0.41,0.44,48.95
orf19.4168,Chr4,POP7,1,533.32,999.69,610.84,656.27,1.07,0.6,0.46,4.7
orf19.4240,Chr5,PER1,1,787.97,962.37,885.74,612.36,0.69,0.03,0.02,0.2
orf19.846,Chr2,,1,1122.82,1387.37,1340.7,909.24,0.68,0.23,0.1,0.33
orf19.527,ChrR,,1,303.02,547.9,293.99,353.39,1.2,0.43,0.45,8.26
orf19.7125,Chr7,,1,536.91,895.28,603.17,620.12,1.03,0.88,0.85,0.48
orf19.3572.3,Chr2,,1,206.98,310.04,178.62,211.16,1.11,0.26,0.26,4.38
orf19.5991,Chr3,DBP10,1,1391.81,2372.65,1658.01,1511.19,0.91,0.62,0.3,0.15
orf19.5104,Chr1,LTP1,1,854.67,2368.56,1068.02,1629.14,1.53,0.24,0.02,0.71
orf19.7489.3,ChrR,LRG1,1,1157.44,1866.64,1348.63,1166.55,0.86,0.65,0.05,0.14
orf19.2682,Chr4,TOA1,1,686.56,1176.64,766.38,763.92,1,0.82,0.68,1.06
orf19.2665,Chr4,MSN5,1,547.29,922.56,616.33,615.16,1,0.96,0.94,0.55
orf19.6673,Chr5,HEX1,1,590.19,798.53,663.21,573.82,0.87,0.62,0.42,0.51
orf19.2504,Chr1,BMS1,1,870.17,1386.22,981.93,837.41,0.85,0.45,0.07,0.18
orf19.4196,Chr6,,1,278.65,402.93,267.16,259.92,0.97,0.77,0.82,2.57
orf19.1415,Chr4,FRE10(RBT2:CFL95)/CFL95/FRE1/RBT2,1,1457.27,3194.56,1877.72,2240.95,1.19,0.49,0.11,0.51
orf19.2454,Chr1,PHO87/PHO98,1,1825.68,3059.49,2296.99,2119.22,0.92,0.68,0.46,0.27
orf19.4496,Chr2,,1,401.11,975.75,414.23,584.27,1.41,0.14,0.19,1.09
orf19.2963,Chr1,SIR1,1,542.25,958.41,597.11,601.04,1.01,0.88,0.9,0.49
orf19.1940,Chr5,CAT5,1,780.35,1602.3,926.38,1122.63,1.21,0.41,0.2,0.31
orf19.36,Chr2,COG8,1,265.79,354.33,238.05,220.26,0.89,0.57,0.55,1.38
orf19.5650,Chr4,PRO3,1,1500.24,3729.37,1843.04,2368.82,1.29,0.43,0.02,0.23
orf19.2697,Chr4,UBR2,1,957.53,1447.44,1061.83,867.95,0.82,0.48,0.24,0.28
orf19.5178,Chr7,ERG5,1,2908.84,5511.9,3559.81,3489.46,0.98,0.98,0.92,0.15
orf19.6254,Chr1,ANT1,1,943.49,1749.61,1095.6,1039.81,0.95,0.79,0.7,0.48
orf19.2462,Chr1,PRN3,1,496.18,836.65,602.05,618.53,1.03,0.5,0.43,35.93
orf19.4021,Chr5,,1,1026.69,1509.52,1211.74,960.92,0.79,0.01,0.02,0.13
orf19.1729,Chr3,,1,801.69,1357.83,952.47,948.75,1,0.87,0.78,0.22
orf19.3895,Chr5,CHT2,1,3109.57,1300.2,3692.01,915.38,0.25,0,0.01,0.23
orf19.1543,Chr2,OPI1,1,723.78,1321.63,840.94,928.57,1.1,0.74,0.63,0.31
orf19.6959,Chr4,HOM32,1,537.54,1401.81,545,799.71,1.47,0.67,0.33,0.53
orf19.6944,Chr3,PHB3,1,1430.56,3614.66,1739.6,2257.54,1.3,0.04,0.06,0.33
orf19.6488,Chr7,,1,211.97,274.03,175.72,170.36,0.96,0.32,0.36,30.11
orf19.297,Chr3,DTD2,1,1121.86,2522.92,1406.03,1654.22,1.18,0.81,0.44,0.71
orf19.2077,Chr2,,1,333.9,552.34,331.48,350.34,1.06,0.55,0.62,1.2
orf19.2014,Chr2,BCY1( SRA1:PKA-R)/BCY1/SRA1,1,4556.35,8058.01,5764.18,5465.59,0.95,0.83,0.62,0.33
orf19.6683,Chr7,,1,886.63,1495.78,1082.42,1066.13,0.98,0.91,0.8,0.2
orf19.5148,Chr7,CDC35(CYR1)/CYR1/CDC35,1,1173.83,1692.64,1340.35,1033.93,0.77,0.56,0.03,0.14
orf19.6026,Chr1,ERG2,1,1034.73,1786.04,1152.6,1008.39,0.87,0.5,0.24,0.37
orf19.2668,Chr4,RHD2,1,232.56,393.28,204.62,253.09,1.24,0.29,0.37,9.47
orf19.5182,Chr7,CDC2(POL3)/POL3/POLIII,1,749.44,1265.7,833.57,707.83,0.85,0.63,0.41,0.55
orf19.1085,Chr6,UBC1,1,640.71,1317.47,721.36,813.29,1.13,0.38,0.35,0.39
orf19.1424,Chr4,,1,585.65,1276.85,636.41,767.24,1.21,0.45,0.32,0.58
orf19.3577,Chr2,COQ5,1,928.38,2069.42,1105.89,1229.99,1.11,0.57,0.61,0.41
orf19.7670,ChrR,,1,2955.22,4423.01,3722.35,2835.47,0.76,0.12,0.13,0.26
orf19.7336,ChrR,,1,588.9,942.82,688.66,640.07,0.93,0.94,0.89,0.69
orf19.2245,Chr2,YPT7,1,1368.82,3055.41,1673.87,2073.62,1.24,0.44,0.04,0.24
orf19.1930,Chr5,FRE4/CFL5,1,208.98,314.35,180.81,207.22,1.08,0.26,0.29,4.58
orf19.7016,Chr7,PHM5,1,531.85,1132.54,565.01,688.52,1.22,0.29,0.25,0.58
orf19.91,Chr6,,1,266.69,452.98,250.02,293.58,1.17,0.38,0.39,8.88
orf19.3928,Chr5,AZF2,1,482.5,703.03,514.92,453.92,0.88,0.61,0.49,0.32
orf19.1648,Chr3,RAD50,1,676.19,1194.9,757.15,741.15,0.98,0.88,0.7,0.44
orf19.1756,Chr2,GPD2/GPD1,1,1695.25,2474.35,2001.8,1597.99,0.8,0.67,0.18,0.31
orf19.5287,ChrR,CDB,1,351.73,500.27,346.85,300.11,0.87,0.86,0.86,1.41
orf19.3884,ChrR,FGR50,1,413.79,650.69,430.54,417.85,0.97,0.79,0.74,0.97
orf19.6509,Chr7,TTR1,1,1743.33,3332.37,2202.98,2265.73,1.03,0.85,0.59,0.32
orf19.6010.1,Chr1,CDC5,1,918.73,1398.15,1024.35,835.96,0.82,0.41,0.02,0.12
orf19.2540,ChrR,SAS3,1,365.75,503.24,364.9,313.55,0.86,0.92,0.91,2.41
orf19.2075,Chr2,DFG5,1,1439.73,2377.08,1679.55,1528.76,0.91,0.67,0.37,0.17
orf19.5050,Chr1,MTO1,1,223.85,355.5,188.66,223.07,1.15,0.38,0.42,5.16
orf19.2761,Chr4,GPI11,1,375.22,688.85,375.89,419.48,1.12,0.71,0.7,0.8
orf19.4491,Chr2,ERG20,1,663.22,1447.94,734.39,841.12,1.15,0.66,0.61,0.35
orf19.75,Chr6,SEC5,1,666.88,1068.34,757.13,662.7,0.88,0.27,0.29,0.24
orf19.1789.1,Chr4,LYS1,1,451.68,996.06,472.05,596.23,1.26,0.29,0.3,0.76
orf19.3184,Chr5,SFT2b,1,1730.43,2920.57,2239.8,2258.47,1.01,0.74,0.48,0.32
orf19.1387,Chr2,DRE3,1,851.89,2015.63,1100.2,1438.55,1.31,0.38,0.06,0.41
orf19.3449,Chr6,,1,652.06,1091.56,713.44,678.14,0.95,0.7,0.65,0.23
orf19.2609,ChrR,CET1,1,958.29,2048.03,1150.99,1356.44,1.18,0.42,0.2,0.32
orf19.76,Chr6,SPB1,1,1833.83,3320.12,2223.79,2072.87,0.93,0.34,0.34,0.18
orf19.745,Chr4,VAC8,1,1327.27,3893.14,1659.83,2642.98,1.59,0.14,0.03,0.87
orf19.1523,Chr2,FMO1(IFK1),1,5126.68,7343.97,6081.58,4425.45,0.73,0.28,0.03,0.23
orf19.6077,Chr1,,1,2200.68,2799.27,2567.61,1677.62,0.65,0.46,0.08,0.26
orf19.224,Chr2,,1,426.76,714.75,507.53,545.66,1.08,0.77,0.73,1.75
orf19.425,Chr1,,1,246.43,387.39,220.81,236.92,1.07,0.65,0.71,3.52
orf19.2481,Chr1,,1,206.9,289.47,175,187.32,1.02,0.27,0.3,12.93
orf19.432,Chr1,,1,1042.13,2118.13,1288.88,1388,1.08,0.77,0.67,0.35
