orf,gene,A21_CHROMOSOME,WtMean2,MutMean2,fold.mut.by.wt,sd.ratio,p,p.paired,A21_START,A21_STOP,A21_STRAND,A19_CONTIG,A19_STRAND,A19_START,A19_STOP,CGH Ratio,CGH sd
orf19.6874,,Ca21chr2,1439.954444,1151.706705,0.799821626,0.315763249,0.464943717,0.30003685,1150098,1151921,W,Contig19-10257,W,22840,24663,1.0730768,0.123577536
orf19.6875,VPS35,Ca21chr2,1095.965205,803.2129528,0.732881801,0.965654273,0.828165583,0.649942906,1152671,1155505,W,Contig19-10257,W,25413,28247,0.977527641,0.059796225
orf19.6877,PNG2,Ca21chr2,3660.413873,4961.950594,1.355570918,0.254934827,0.414498362,0.009729311,1157113,1160064,W,Contig19-10257,W,29855,32806,1.018458243,0.070520604
orf19.6879,,Ca21chr2,315.461465,331.7049517,1.051491192,0.347714808,0.960441102,0.837714764,1161071,1160271,C,Contig19-10257,C,33813,33013,1.021108636,0.062543343
orf19.6880,,Ca21chr2,422.2698781,301.9409456,0.715042586,1.251100771,0.99737221,0.996274798,1161404,1164073,W,Contig19-10257,W,34146,36815,0.991930407,0.052362243
orf19.6881,YTH1,Ca21chr2,8955.296402,11043.47062,1.233177566,0.220997976,0.5478866,0.006850258,1164808,1164161,C,Contig19-10257,C,37550,36903,0.984664195,0.051115004
orf19.6882,OSM1,Ca21chr2,5247.540626,6216.291356,1.184561083,48.03858278,0.762841208,0.318751498,1165501,1167012,W,Contig19-10257,W,38243,39754,1.010846189,0.073093681
orf19.6882.1,,Ca21chr2,4307.299121,4310.778596,1.000807809,0.293825546,0.784471513,0.595808085,1168075,1167296,C,Contig19-10257,C,40550,40038,0.947886164,0.054213981
orf19.6883,,Ca21chr2,1831.369806,1535.4087,0.838393587,0.328567423,0.758495681,0.426328331,1169839,1168547,C,Contig19-10257,C,42581,41289,1.03909249,0.094882984
orf19.6884,,Ca21chr2,513.529035,394.6704804,0.7685456,0.304382048,0.575736003,0.110195089,1171859,1170402,C,Contig19-10257,C,44601,43144,1.026059093,0.067646682
orf19.6885,SPO7,Ca21chr2,393.5878446,355.7755044,0.903546485,26.84252631,0.5683425,0.412914086,1172595,1174139,W,Contig19-10257,W,45337,46881,1.040848209,0.087700966
orf19.6886,,Ca21chr2,399.9639563,420.5836928,1.051553987,0.482894684,0.680393725,0.501775296,1174647,1175897,W,Contig19-10257,W,47389,48639,1.037940548,0.065460332
orf19.6888,,Ca21chr2,1150.657765,1067.849616,0.928034076,0.147145506,0.869001609,0.436042398,1178328,1179766,W,Contig19-10257,W,51570,52508,1.046362481,0.098144861
orf19.6889,MKK2,Ca21chr2,20.07568364,39.13072207,1,32.66294203,0.80069228,0.743262466,1181854,1180514,C,Contig19-10257,C,54596,53256,1.021464907,0.058907909
orf19.6891,RFC1,Ca21chr2,1006.672799,936.992859,0.930781938,0.254207179,0.89015119,0.52768709,1185303,1182572,C,Contig19-10257,C,58045,55314,1.021033854,0.088318247
orf19.6893,,Ca21chr2,502.075296,414.3564677,0.825287504,1.454868683,0.95596974,0.92453569,1187214,1185853,C,Contig19-10257,C,59957,58595,0.997176682,0.059616869
orf19.5204,,Ca21chr2,476.3772068,351.4943902,0.737848884,0.66343366,0.32483068,0.414355949,1189319,1190956,W,Contig19-10221,W,525,2162,1.051914571,0.11323499
orf19.5205,,Ca21chr2,17.68538543,20.00265057,1,0.099992033,0.965733538,0.231519942,1191791,1193236,W,Contig19-10221,W,2997,4442,1.036970606,0.051322762
orf19.5206,,Ca21chr2,470.3364484,323.9509217,0.68876423,0.527691463,0.511187396,0.328025314,1194799,1193270,C,Contig19-10221,C,6005,4476,1.033790926,0.059178785
orf19.5207,,Ca21chr2,654.1355369,647.9180584,0.990495122,0.321401773,0.827794743,0.708780942,1194984,1196264,W,Contig19-10221,W,6190,7471,0.988894752,0.030859946
orf19.5209,,Ca21chr2,592.3379552,402.1969002,0.678999035,0.659211938,0.379283367,0.224766233,1198572,1196257,C,Contig19-10221,C,9779,7464,0.986396498,0.05975932
orf19.5210,,Ca21chr2,83.39882539,63.77434932,1,3.670152264,0.849604718,0.714300469,1200658,1198925,C,Contig19-10221,C,11865,10132,1.06354052,0.071649756
orf19.5211,IDP1,Ca21chr2,2958.201711,2108.121309,0.712636093,0.333769419,0.425022879,0.117239914,1205852,1204551,C,Contig19-10221,C,17059,15758,1.015978851,0.040091442
orf19.5212,,Ca21chr2,47.10765096,50.68346758,1,0.666364466,0.922539013,0.80097823,1206499,1207661,W,Contig19-10221,W,17706,18868,1.019783306,0.120533535
orf19.5213,,Ca21chr2,3864.669167,5936.030319,1.535973731,0.614797049,0.724411156,0.311654532,1208528,1210972,W,Contig19-10221,W,19735,22179,1.029697512,0.099263968
orf19.5213.1,COX8,Ca21chr2,6600.284626,6628.613619,1.004292086,0.452758988,0.755040287,0.555085388,1211519,1211238,C,Contig19-10221,C,22726,22445,1.016510417,0.134744421
orf19.5213.2,COX9,Ca21chr2,184.754423,100.7361705,0.5447522,4.637956789,0.900902938,0.841197985,1211893,1212078,W,Contig19-10221,W,23100,23285,0.967723409,0.040742603
orf19.5214,VPS33,Ca21chr2,475.3027066,397.6168741,0.836555039,0.527370413,0.769618584,0.478554636,1214402,1212306,C,Contig19-10221,C,25609,23513,0.996691127,0.033441768
orf19.5215,TES15,Ca21chr2,300.916192,219.0935879,0.728088397,0.264016989,0.377849311,0.11939637,1215750,1214689,C,Contig19-10221,C,26957,25896,1.016281451,0.060547975
orf19.5216,,Ca21chr2,66.12322439,77.54010813,1,0.640341486,0.539669991,0.143770597,1217011,1216115,C,Contig19-10221,C,28218,27322,1.044896466,0.089140784
orf19.5217,TES1,Ca21chr2,28.2692776,27.41294004,1,1.594534042,0.56895539,0.311063418,1218631,1217735,C,Contig19-10221,C,29838,28942,1.082554757,0.176182289
orf19.4122,,Ca21chr2,362.6666059,437.7289024,1.206973279,0.55375932,0.927084017,0.741610192,1220133,1219153,C,Contig19-10196,W,94861,95841,1.01527813,0.07297302
orf19.4121,,Ca21chr2,592.8183282,643.9569265,1.086239279,0.500497579,0.883129856,0.475890293,1222609,1221455,C,Contig19-10196,W,92385,93539,1.005408123,0.067996405
orf19.4120,LAS1,Ca21chr2,407.9370818,523.5901259,1.283507063,0.560676194,0.895027111,0.547458798,1223378,1224856,W,Contig19-10196,C,91616,90138,1.03222983,0.125446043
orf19.4119,SPO72,Ca21chr2,559.4221775,568.0063998,1.015344802,0.34226059,0.96195557,0.870757704,1225442,1231012,W,Contig19-10196,C,89552,83982,1.02075799,0.095397896
orf19.4118,CNT,Ca21chr2,2804.473097,3216.779334,1.147017362,0.394783737,0.947072453,0.795360546,1232842,1234668,W,Contig19-10196,C,82152,80326,1.01461658,0.053022163
orf19.4117,,Ca21chr2,740.012883,714.1249899,0.96501697,0.375669838,0.883322645,0.883805656,1234911,1236344,W,Contig19-10196,C,80083,78650,1.02779106,0.080701392
orf19.4116,,Ca21chr2,853.1723572,698.065363,0.818199696,0.283166702,0.446411755,0.102103115,1237627,1236356,C,Contig19-10196,W,77367,78638,1.019523647,0.090012389
orf19.4115,,Ca21chr2,8.039629016,33.96827485,1,43.77613295,0.435461207,0.417567724,1238873,1238541,C,Contig19-10196,W,76121,76453,1.019728568,0.033154618
orf19.4114,FAA2-1,Ca21chr2,759.8094223,481.6602085,0.633922395,0.207891683,0.035172079,0.025633451,1239137,1241290,W,Contig19-10196,C,75857,73704,1.055472426,0.100289553
orf19.4112,,Ca21chr2,301.7876226,431.7721093,1.430715102,0.785707375,0.234997172,0.023933369,1242471,1241554,C,Contig19-10196,W,72523,73440,1.064006281,0.115079841
orf19.4110,,Ca21chr2,475.8242073,355.1723842,0.746524924,0.2321514,0.862935263,0.127341435,1242656,1245784,W,Contig19-10196,C,72338,69210,1.011630312,0.052403434
orf19.4109,PMT4,Ca21chr2,2847.421613,2756.792288,0.968171442,0.283071411,0.921332707,0.589823128,1246154,1248421,W,Contig19-10196,C,68840,66573,1.009884622,0.039539546
orf19.4107,,Ca21chr2,1649.690881,1962.007899,1.189318509,0.265683156,0.429006784,0.150829971,1248733,1249938,W,Contig19-10196,C,66261,65056,0.984163958,0.057818509
orf19.4106,,Ca21chr2,201.3249756,236.0828529,1.17264563,0.447900132,0.603249941,0.114758785,1250990,1249944,C,Contig19-10196,W,64004,65050,1.015657369,0.075971909
orf19.4105,,Ca21chr2,429.3566983,435.6693028,1.015090649,0.725646593,0.48909354,0.326215743,1251180,1252130,W,Contig19-10196,C,63814,62864,1.056068711,0.070104368
orf19.4104,,Ca21chr2,122.9527969,98.1872672,0.799121526,0.485797553,0.851695196,0.347404446,1253759,1252155,C,Contig19-10196,W,61235,62839,1.046304687,0.047654244
orf19.4102,RPN10,Ca21chr2,2610.510376,4022.605925,1.540927001,0.603550838,0.358320257,0.049759535,1254864,1254025,C,Contig19-10196,W,60130,60969,1.03895912,0.046947666
orf19.4101,,Ca21chr2,25.41122637,35.94536422,1,0.730037107,0.879324005,0.391909297,1255179,1255487,W,Contig19-10196,C,59815,59507,1.033681456,0.043816406
orf19.4099,ECM17,Ca21chr2,2075.099721,1989.510621,0.958754223,0.062291512,0.867463361,0.051371307,1260036,1255723,C,Contig19-10196,W,56647,59271,1.041564999,0.095969406
orf19.5479,FGR12,Ca21chr2,53.02471258,35.94746072,1,0.249258832,0.895411262,0.233626182,1261785,1260637,C,Contig19-10228,C,4085,2937,1.05168914,0.063236524
orf19.5480,ILV1,Ca21chr2,772.4187908,882.7406485,1.142826481,0.302614606,0.937983154,0.694255852,1262982,1264691,W,Contig19-10228,W,5282,6991,1.082043775,0.126580835
orf19.5483,,Ca21chr2,277.9540596,283.4701667,1.019833499,0.274254112,0.935734018,0.340306243,1266764,1264800,C,Contig19-10228,C,9064,7100,1.091873757,0.120054183
orf19.5484,SER1,Ca21chr2,3765.096873,3482.956138,0.92506415,0.297182905,0.713653079,0.381671588,1268118,1266940,C,Contig19-10228,C,10418,9240,1.055546327,0.118347261
orf19.5485,MEC3,Ca21chr2,171.9866476,220.6634591,1.283026689,0.544301132,0.760572753,0.554231068,1269317,1268358,C,Contig19-10228,C,11617,10658,1.025485926,0.045487436
orf19.5486,,Ca21chr2,535.5362395,618.0597047,1.154095016,0.487886296,0.873949542,0.761823351,1269397,1272009,W,Contig19-10228,W,11697,14309,1.065214165,0.12289331
orf19.5486.1,SMD2,Ca21chr2,1767.120412,1541.689125,0.87243015,0.286053772,0.793682577,0.60414013,1272204,1272619,W,Contig19-10228,W,14504,14919,1.017800317,0.063010783
orf19.5487,CDC46,Ca21chr2,753.2225338,662.0175936,0.878913686,0.176466663,0.770530193,0.082561922,1274900,1272714,C,Contig19-10228,C,17200,15014,1.031062043,0.049227021
orf19.5488,,Ca21chr2,393.0832756,417.1422209,1.061629719,1.462809311,0.748756931,0.649138871,1275300,1275815,W,Contig19-10228,W,17600,18115,0.990146762,0.067894109
orf19.5489,,Ca21chr2,35.06443485,14.50551329,1,1.069708501,0.475484827,0.627379157,1276040,1277236,W,Contig19-10228,W,18340,18936,1.022025627,0.079005544
orf19.5491,,Ca21chr2,4244.09487,5895.410602,1.38908549,0.596818057,0.081557843,0.085766346,1278420,1277233,C,Contig19-10228,C,20721,19534,0.977727984,0.036783567
orf19.5491.1,ATP14,Ca21chr2,56.85718011,53.38655935,1,0.604424795,0.935848891,0.622754813,1279452,1278751,C,Contig19-10228,C,21753,21052,1.029266564,0.059112616
orf19.5492,,Ca21chr2,675.2594804,1048.23071,1.552337643,0.524844904,0.104542865,0.017039363,1279836,1280288,W,Contig19-10228,W,22137,22589,1.02530672,0.072030064
orf19.5493,GSP1,Ca21chr2,7765.35628,8032.533516,1.034406307,0.403518096,0.997179412,0.997290012,1281391,1280747,C,Contig19-10228,C,23692,23048,1.001322988,0.096755934
orf19.5495,,Ca21chr2,1241.808059,1009.599937,0.813008041,0.410233816,0.475297537,0.43357936,1285343,1288609,W,Contig19-10228,W,27644,30910,1.06599288,0.087915518
orf19.5496,AVT1,Ca21chr2,215.0080415,179.7599918,0.836188695,0.416977391,0.621235803,0.299878528,1290576,1288969,C,Contig19-10228,C,32877,31270,1.059931015,0.074273962
orf19.5498,EFH1,Ca21chr2,89.83404687,105.820292,1.177953078,13.05580851,0.363779559,0.299106314,1295452,1297614,W,Contig19-10228,W,37753,39915,1.077703602,0.043833916
orf19.5499,,Ca21chr2,235.4314226,297.9083956,1.264809885,0.27666564,0.955621243,0.278268319,1299340,1297898,C,Contig19-10228,C,41917,40199,0.999691982,0.04106233
orf19.5500,MAK16,Ca21chr2,451.9058144,442.7273663,0.979689467,0.474740074,0.926281754,0.886160964,1301008,1300061,C,Contig19-10228,C,43309,42362,0.955181072,0.11387343
orf19.17,SCP1,Ca21chr2,129.8995124,208.5288312,1.605308807,4.297316721,0.498764853,0.465799305,1301909,1301325,C,Contig19-10014,C,861,277,1.014618591,0.064718069
orf19.18,IMH3,Ca21chr2,10607.02287,8995.767627,0.84809543,0.210818005,0.511377568,0.172627282,1304152,1302340,C,Contig19-10014,C,3104,1292,0.997737377,0.046244311
orf19.20,RTS1,Ca21chr2,698.7289936,659.3346901,0.943620053,0.628509691,0.941156499,0.942957874,1308223,1305671,C,Contig19-10014,C,7175,4623,1.022705296,0.094658789
orf19.21,,Ca21chr2,166.2335408,267.1691544,1.605581859,50.83769678,0.226837923,0.137607232,1310415,1309828,C,Contig19-10014,C,9367,8780,1.013330063,0.050218023
orf19.22,,Ca21chr2,188.6455873,257.8291357,1.366738228,0.220000413,0.456892282,0.011381477,1311518,1310784,C,Contig19-10014,C,10470,9736,0.961971906,0.062055147
orf19.23,RTA3,Ca21chr2,349.9319842,585.1517367,1.672187063,0.599081775,0.32227481,0.038618362,1314829,1316223,W,Contig19-10014,W,13781,15175,1.090985237,0.067883692
orf19.24,RTA2,Ca21chr2,1141.387862,1953.431033,1.711452432,0.231668553,0.022649449,0.000120673,1317228,1318589,W,Contig19-10014,W,16180,17541,1.056369121,0.074935202
orf19.25,,Ca21chr2,224.1916447,309.4626758,1.380348836,1.37968088,0.346466211,0.138540602,1318802,1319773,W,Contig19-10014,W,17754,18725,1.017244632,0.074573119
orf19.26,,Ca21chr2,588.7159545,661.6782219,1.123934585,0.478394512,0.562911807,0.169953081,1320001,1321188,W,Contig19-10014,W,18953,20140,1.042341688,0.087304754
orf19.27,,Ca21chr2,651.8739883,646.738949,0.99212265,0.202490308,0.960860439,0.597271025,1321872,1323179,W,Contig19-10014,W,20950,22131,1.108940391,0.043117521
orf19.28,,Ca21chr2,588.1988731,553.0904487,0.940311983,0.288973399,0.623287488,0.633460929,1324126,1323221,C,Contig19-10014,C,23078,22173,1.053283158,0.092740271
orf19.29,,Ca21chr2,643.5179309,753.9312343,1.171577664,0.373702106,0.886738838,0.577903174,1324614,1325585,W,Contig19-10014,W,23566,24537,1.001267293,0.057505257
orf19.30,,Ca21chr2,1510.064317,1426.136729,0.944421183,0.306534231,0.922482634,0.888972979,1329398,1325727,C,Contig19-10014,C,28350,24679,1.020062014,0.055602163
orf19.31,,Ca21chr2,47.01339055,80.27754473,1,15.13117022,0.341672533,0.100775612,1330987,1331742,W,Contig19-10014,W,29939,30694,1.024731265,0.064367628
orf19.34,,Ca21chr2,75.55894431,86.37744972,1,0.518390587,0.793349291,0.514444611,1335865,1334306,C,Contig19-10014,C,34817,33258,1.040136397,0.053060054
orf19.35,,Ca21chr2,3729.76951,3159.084878,0.846991984,0.232160849,0.479283704,0.2561216,1341149,1344079,W,Contig19-10014,W,39987,43031,0.991124975,0.043824174
orf19.36,,Ca21chr2,71.53502317,48.71494894,1,29.03548413,0.81589487,0.696313306,1347014,1348291,W,Contig19-10014,W,45966,47243,1.037639109,0.063384568
orf19.1295,VAS1,Ca21chr2,4730.92314,4736.891903,1.001261649,0.200521145,0.99042593,0.939510112,1354350,1350991,C,Contig19-10108,C,4035,676,1.016789669,0.048940923
orf19.1296,,Ca21chr2,86.08183281,114.5419046,1.329341168,0.522877443,0.858414235,0.148083789,1356380,1354671,C,Contig19-10108,C,5006,4356,0.969237123,0.067494165
orf19.81,,Ca21chr2,40.65523351,36.33622746,1,0.069048595,0.977191831,0.237060077,1356640,1357449,W,Contig19-1316,C,850,41,0.96557506,0.049475757
orf19.1223,DBF2,Ca21chr2,507.0462059,359.1651236,0.708347917,0.705655785,0.671831568,0.481114428,1360034,1357902,C,Contig19-10103,C,2262,130,1.0062048,0.048120269
orf19.1224,FRP3,Ca21chr2,2389.55507,3759.50075,1.573305758,0.265709726,0.185276881,0.001660581,1365218,1366075,W,Contig19-10103,W,7446,8303,1.074490088,0.062495226
orf19.1225,,Ca21chr2,200.0834928,431.7481033,2.157839696,1.751557916,0.356331617,0.337333898,1367676,1367053,C,Contig19-10103,C,9904,9281,1.025169701,0.093599954
orf19.3152,AMO2,Ca21chr2,582.3111407,634.3166001,1.089308714,0.309990613,0.969895375,0.905557822,1371756,1373771,W,Contig19-10168,C,16270,14255,0.99022639,0.039331535
orf19.3151,,Ca21chr2,314.708049,355.7184795,1.13031262,0.451651259,0.825994183,0.727441374,1374602,1375768,W,Contig19-10168,C,13424,12258,0.957197735,0.055933788
orf19.3150,GRE2,Ca21chr2,1114.382666,1391.94609,1.24907371,0.249524843,0.725775126,0.020767461,1376462,1377499,W,Contig19-10168,C,11564,10527,1.018630593,0.066561923
orf19.3149,LSP1,Ca21chr2,10735.38746,10860.92988,1.011694261,0.280974737,0.852985736,0.624633333,1379510,1380463,W,Contig19-10168,C,8516,7563,0.977516058,0.045781508
orf19.3148,,Ca21chr2,1211.124082,875.3370513,0.722785771,0.246885389,0.827136972,0.045499709,1383313,1385898,W,Contig19-10168,C,4713,2128,1.037243926,0.049402086
orf19.3147,,Ca21chr2,464.3972599,692.4454496,1.491062737,0.560220539,0.299496323,0.05073138,1387030,1386290,C,Contig19-10168,W,996,1736,1.008212677,0.032302658
orf19.2227,,Ca21chr2,301.7854559,271.1265319,0.898464287,0.337345662,0.81054199,0.263723757,1388799,1387549,C,Contig19-10143,C,579,70,0.997154451,0.038767712
orf19.2228,,Ca21chr2,234.6296583,338.5128409,1.441416392,5.395488778,0.578509395,0.10258264,1389157,1390380,W,Contig19-10143,W,937,2160,0.986204221,0.03686449
orf19.2229,,Ca21chr2,113.3730487,264.6541571,2.330939056,9.853624297,0.278554665,0.061584384,1392124,1390478,C,Contig19-10143,C,3904,2258,1.023400165,0.074507284
orf19.2230,,Ca21chr2,1198.480115,1474.778341,1.230369417,44.83713781,0.396503155,0.154199938,1392405,1392764,W,Contig19-10143,W,4185,4544,1.028422681,0.038711622
orf19.2231,,Ca21chr2,124.07369,170.560527,1.374671189,3.213056887,0.60104557,0.329858155,1393616,1392837,C,Contig19-10143,C,5396,4617,1.006490345,0.049610179
orf19.2232,RPL11,Ca21chr2,23013.24405,24514.83524,1.065249001,0.409206566,0.950638051,0.925806281,1396519,1395602,C,Contig19-10143,C,8299,7382,0.999325564,0.066295216
orf19.2233,PRE2,Ca21chr2,4134.271446,6264.495891,1.515259937,0.44460095,0.050250863,0.014219682,1397736,1396879,C,Contig19-10143,C,9516,8659,1.009547179,0.085970298
orf19.2236,FHL1,Ca21chr2,2044.538423,1137.078307,0.556154041,0.226763007,0.183732639,0.017562787,1401601,1398143,C,Contig19-10143,C,13381,9923,1.04771703,0.051980607
orf19.2237,SPR1,Ca21chr2,222.1102481,145.5881656,0.655735358,0.531388925,0.836480948,0.459588491,1402483,1404060,W,Contig19-10143,W,14263,15840,0.986315569,0.050360442
orf19.2238,LTE1,Ca21chr2,47.27170244,58.37418381,1,5.428861524,0.714908411,0.285402119,1407349,1412304,W,Contig19-10143,W,19129,21513,0.994579758,0.046503247
orf19.2241,PST1,Ca21chr2,5777.861462,7592.068005,1.313936725,24.89535109,0.781136354,0.28337898,1413266,1412670,C,Contig19-10143,C,25046,24449,1.05235758,0.116231193
orf19.2242,PRB1,Ca21chr2,4035.878254,4956.658791,1.22814874,0.400699,0.383672302,0.215569763,1415365,1413968,C,Contig19-10143,C,27145,25748,1.029412005,0.055109946
orf19.2244,,Ca21chr2,362.7113678,945.9562008,2.608013657,0.909506524,0.090791543,0.004280312,1416704,1415745,C,Contig19-10143,C,28484,27525,1.001121644,0.058894253
orf19.2245,YPT72,Ca21chr2,1458.421227,1885.117333,1.292573982,0.24873984,0.401398682,0.015070718,1417737,1418390,W,Contig19-10143,W,29517,30170,1.052833849,0.125861406
orf19.2246,,Ca21chr2,335.8309568,318.8132555,0.949351721,0.330892171,0.935058872,0.452272589,1419303,1418533,C,Contig19-10143,C,31083,30313,1.057308822,0.077385787
orf19.2247,,Ca21chr2,84.83728956,90.8521804,1,5.703841306,0.812457192,0.617723131,1421082,1419556,C,Contig19-10143,C,32862,31336,1.050375202,0.06026476
orf19.2248,ARE2,Ca21chr2,972.5349995,1162.192646,1.195013698,0.392574717,0.675703955,0.402328472,1424342,1422513,C,Contig19-10143,C,36122,34293,1.043926399,0.059563734
orf19.2249,,Ca21chr2,587.7302023,715.2014562,1.216887363,0.480043909,0.858915011,0.748349052,1427146,1426430,C,Contig19-10143,C,38926,38210,1.003564493,0.021546789
orf19.2250,SPE3,Ca21chr2,6873.132371,6986.317252,1.016467729,0.119007172,0.897820574,0.730119054,1427916,1428809,W,Contig19-10143,W,39696,40589,0.936834861,0.111972759
orf19.2251,AAH1,Ca21chr2,298.1273838,184.5045799,0.619437384,0.420020887,0.364564352,0.147759865,1429370,1430413,W,Contig19-10143,W,41123,42193,1.015471272,0.064023241
orf19.2252,,Ca21chr2,148.0033589,166.0399116,1.121728755,0.308200147,0.897037708,0.179939365,1431742,1433280,W,Contig19-10143,W,43522,45060,1.016266707,0.052372939
orf19.2253,,Ca21chr2,308.0225071,146.1300258,0.474413468,0.332957925,0.196442221,0.087086496,1434609,1436165,W,Contig19-10143,W,46389,47945,1.082224645,0.139096158
orf19.2256,,Ca21chr2,279.9834719,420.6830929,1.50252831,0.979620439,0.399462224,0.178818044,1436602,1437294,W,Contig19-10143,W,48382,49074,1.042985643,0.087981414
orf19.2257,,Ca21chr2,2706.334333,2473.606965,0.914006424,0.274476149,0.801658497,0.702452888,1437525,1438696,W,Contig19-10143,W,49305,50476,1.028447928,0.065845559
orf19.2258,,Ca21chr2,129.0788932,142.2703362,1.102064961,0.738675535,0.882580597,0.418328166,1440036,1438852,C,Contig19-10143,C,51816,50632,1.114860148,0.122029643
